0		엘모라드	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Upgrade	업그레이드기본형	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Upgrade	기본업2	0	5	0	0	0	0	1000	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
3	Upgrade	기본업3	0	5	0	0	0	0	2000	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0
4	Upgrade	기본업4	0	5	0	0	0	0	3000	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0
5	Upgrade	기본업5	0	5	0	0	0	0	4000	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0
6	Upgrade	기본업6	0	5	0	0	0	0	5000	4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0
7	Upgrade	기본업7	0	5	0	0	0	0	6000	4	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	12	0	0	0	0
8	Upgrade	기본업8	0	5	0	0	0	0	7000	4	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0	0	0
9	Upgrade	기본업9	0	5	0	0	0	0	8000	4	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	16	0	0	0	0
10	Upgrade	기본업10	0	5	0	0	0	0	9000	4	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	18	0	0	0	0
11	Strength	힘 1	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	Strength	힘 2	0	5	0	0	0	0	1000	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
13	Strength	힘 3	0	5	0	0	0	0	2000	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0
14	Strength	힘 4	0	5	0	0	0	0	3000	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0
15	Strength	힘 5	0	5	0	0	0	0	4000	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0
16	Strength	힘 6	0	5	0	0	0	0	5000	4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0
